"","estrato1","sex","age","p6240","p6426","ina","maxEducLevel","ocu","dsi","y_total_m_ha"
"9223",2,1,26,1,3,NA,7,1,0,NA
"9224",2,1,59,6,96,NA,5,1,0,7967.7666015625
"9225",2,0,57,1,240,NA,5,1,0,2094.01708984375
"9228",2,1,56,1,12,NA,6,1,0,5590.27783203125
"9229",2,0,29,4,12,NA,6,1,0,4655.90576171875
"9230",2,1,52,1,36,NA,6,1,0,4925.92578125
"9231",2,0,47,1,36,NA,5,1,0,4050.92578125
"9233",2,0,34,1,66,NA,7,1,0,10136.2275390625
"9234",3,1,23,1,60,NA,7,1,0,4666.66650390625
"9235",3,0,22,1,30,NA,7,1,0,7291.66650390625
"9236",3,1,32,1,8,NA,4,1,0,1944.44445800781
"9238",2,0,56,1,12,NA,4,1,0,437.5
"9240",5,1,63,1,12,NA,7,1,0,NA
"9242",5,1,31,1,60,NA,7,1,0,NA
"9244",5,1,56,1,240,NA,7,1,0,35000
"9246",5,1,61,1,240,NA,7,1,0,NA
"9247",5,0,54,1,180,NA,7,1,0,75833.3359375
"9249",2,0,51,1,36,NA,6,1,0,2916.66674804688
"9250",2,1,32,1,48,NA,7,1,0,13902.77734375
"9252",5,0,35,1,3,NA,7,1,0,17500
"9253",5,0,29,1,2,NA,7,1,0,27416.666015625
"9254",5,1,39,1,168,NA,7,1,0,35897.4375
"9255",5,0,35,1,120,NA,7,1,0,17051.28125
"9259",2,0,24,1,2,NA,6,1,0,4083.33325195312
"9261",2,0,45,1,120,NA,4,1,0,3888.88891601562
"9262",2,1,51,6,180,NA,4,1,0,4083.33325195312
"9263",2,1,47,4,312,NA,7,1,0,7583.33349609375
"9264",2,0,39,1,12,NA,6,1,0,4050.92578125
"9265",2,1,19,1,10,NA,7,1,0,4050.92578125
"9266",1,1,41,1,24,NA,3,1,0,5273.71044921875
"9269",1,1,51,1,36,NA,4,1,0,4525.3515625
"9271",1,0,20,1,24,NA,6,1,0,4525.3515625
"9273",1,1,52,1,12,NA,5,1,0,NA
"9274",1,0,52,1,264,NA,6,1,0,4530.3271484375
"9278",5,1,58,1,300,NA,7,1,0,12590.27734375
"9283",2,1,33,1,30,NA,6,1,0,13058.888671875
"9284",2,0,33,1,60,NA,6,1,0,4525.3515625
"9285",1,0,27,4,36,NA,6,1,0,7500
"9286",1,1,28,1,12,NA,3,1,0,4525.3515625
"9288",2,0,36,1,10,NA,7,1,0,9289.5830078125
"9289",2,1,40,1,2,NA,6,1,0,4298.55859375
"9292",1,1,45,1,2,NA,3,1,0,4924.80419921875
"9293",1,0,49,1,360,NA,4,1,0,5541.66650390625
"9294",1,1,28,1,24,NA,6,1,0,4530.3271484375
"9295",1,1,21,1,3,NA,7,1,0,5297.8974609375
"9298",3,0,28,1,48,NA,7,1,0,10619.658203125
"9299",3,1,32,1,36,NA,7,1,0,8750
"9300",3,1,37,1,84,NA,6,1,0,7720.47021484375
"9302",1,1,22,1,5,NA,3,1,0,4226.5078125
"9303",1,0,19,1,2,NA,6,1,0,4367.5185546875
"9305",3,0,22,1,2,NA,6,1,0,3888.88891601562
"9306",3,1,41,1,72,NA,6,1,0,2883.33325195312
"9308",1,1,28,1,36,NA,5,1,0,3500
"9310",2,0,56,1,3,NA,4,1,0,4259.154296875
"9312",2,0,29,1,4,NA,7,1,0,10840.2783203125
"9316",1,0,36,1,50,NA,6,1,0,4962.8515625
"9319",1,0,42,1,50,NA,1,1,0,4530.3271484375
"9323",1,1,43,1,168,NA,6,1,0,3888.88891601562
"9325",1,0,19,1,8,NA,7,1,0,4368.2900390625
"9329",3,1,57,1,72,NA,5,1,0,NA
"9330",3,0,49,1,60,NA,5,1,0,4000
"9332",3,1,53,1,15,NA,4,1,0,3888.88891601562
"9333",3,0,39,1,96,NA,7,1,0,19080.953125
"9334",3,1,46,1,36,NA,7,1,0,10967.78515625
"9336",3,1,24,1,8,NA,7,1,0,6515.9697265625
"9340",3,1,25,1,36,NA,3,1,0,1555.55554199219
"9341",3,0,27,1,36,NA,6,1,0,1555.55554199219
"9342",3,1,86,6,240,NA,6,1,0,5833.33349609375
"9345",3,1,54,1,120,NA,3,1,0,11666.6669921875
"9346",3,1,25,1,5,NA,6,1,0,6816.5087890625
"9354",2,1,33,1,8,NA,6,1,0,5371.52783203125
"9356",3,0,29,1,2,NA,7,1,0,20562.5
"9358",3,1,25,1,68,NA,7,1,0,28518.517578125
"9360",3,1,36,1,36,NA,7,1,0,14583.3330078125
"9361",3,0,36,1,144,NA,7,1,0,23333.333984375
"9362",3,1,20,1,5,NA,6,1,0,3500
"9363",3,0,39,1,36,NA,6,1,0,NA
"9367",3,0,50,1,3,NA,7,1,0,3266.66674804688
"9368",3,1,40,1,96,NA,6,1,0,5090.9091796875
"9370",2,1,61,1,360,NA,6,1,0,4530.3271484375
"9371",2,0,56,1,276,NA,4,1,0,4879.4716796875
"9374",3,0,41,1,60,NA,7,1,0,17500
"9376",3,1,52,1,24,NA,4,1,0,4479.7294921875
"9377",3,1,41,1,240,NA,7,1,0,14583.3330078125
"9378",3,0,44,1,8,NA,7,1,0,7777.77783203125
"9379",2,1,25,1,3,NA,6,1,0,2893.48876953125
"9380",2,1,39,1,1,NA,5,1,0,1666.66662597656
"9381",2,1,22,1,6,NA,6,1,0,3645.7958984375
"9384",3,0,40,1,14,NA,7,1,0,9236.111328125
"9386",3,1,36,1,120,NA,7,1,0,44994.4453125
"9387",3,0,34,1,60,NA,7,1,0,16333.3330078125
"9388",2,1,24,1,36,NA,5,1,0,4671.1845703125
"9389",2,0,25,1,15,NA,7,1,0,4671.1845703125
"9393",2,1,32,1,36,NA,6,1,0,4817.01806640625
"9395",3,1,56,1,48,NA,7,1,0,9722.22265625
"9396",3,1,25,1,14,NA,7,1,0,11666.6669921875
"9399",2,1,36,1,168,NA,6,1,0,5097.09033203125
"9400",2,0,32,1,96,NA,6,1,0,5618.03955078125
"9401",3,0,46,1,84,NA,6,1,0,11257.619140625
"9404",2,1,65,1,58,NA,5,1,0,4344.33740234375
"9405",2,0,63,1,360,NA,5,1,0,4525.3515625
"9406",2,1,41,1,48,NA,7,1,0,3888.88891601562
"9408",2,0,24,1,12,NA,7,1,0,4293.33349609375
"9409",2,0,43,1,60,NA,6,1,0,3645.83325195312
"9410",2,1,22,1,2,NA,7,1,0,4226.5078125
"9412",2,0,58,1,60,NA,4,1,0,3791.66674804688
"9414",2,1,38,1,300,NA,5,1,0,3703.70361328125
"9415",2,1,41,1,2,NA,5,1,0,4372.3408203125
"9417",2,0,38,1,120,NA,6,1,0,2851.85180664062
"9418",2,0,19,1,14,NA,7,1,0,7417.34228515625
"9419",2,0,18,1,16,NA,6,1,0,3111.11108398438
"9421",2,1,45,1,24,NA,6,1,0,4316.51416015625
"9422",2,0,58,1,48,NA,6,1,0,4525.3515625
"9423",2,1,29,1,60,NA,6,1,0,3888.88891601562
"9424",3,1,52,1,1,NA,5,1,0,NA
"9428",3,1,32,1,12,NA,7,1,0,7035.0537109375
"9429",3,0,29,1,90,NA,7,1,0,5576.72021484375
"9430",2,0,42,1,12,NA,3,1,0,3111.11108398438
"9435",2,1,38,1,24,NA,6,1,0,6563.52587890625
"9438",1,0,21,1,10,NA,6,1,0,4275.4140625
"9439",2,1,24,1,8,NA,7,1,0,7554.9765625
"9442",2,1,37,1,132,NA,6,1,0,NA
"9443",3,1,40,1,3,NA,6,1,0,2592.59252929688
"9444",3,0,32,1,0,NA,6,1,0,4226.5078125
"9446",2,1,28,1,18,NA,6,1,0,7759.35888671875
"9447",2,1,39,1,72,NA,5,1,0,4050.92578125
"9449",3,1,44,1,24,NA,6,1,0,8879.6298828125
"9450",3,0,39,1,60,NA,6,1,0,4642.94287109375
"9452",3,1,32,1,12,NA,7,1,0,26250
"9453",3,0,35,1,3,NA,7,1,0,15166.6669921875
"9454",3,1,44,1,36,NA,6,1,0,3038.16333007812
"9455",2,0,28,1,60,NA,7,1,0,4395.32373046875
"9457",1,0,53,1,9,NA,5,1,0,4666.66650390625
"9459",1,1,26,1,15,NA,6,1,0,3797.7041015625
"9460",1,1,55,1,0,NA,3,1,0,3797.7041015625
"9461",3,0,34,1,2,NA,7,1,0,20416.666015625
"9464",1,1,29,1,24,NA,6,1,0,4666.66650390625
"9465",1,0,29,1,2,NA,6,1,0,4226.5078125
"9467",2,1,53,1,60,NA,5,1,0,2222.22216796875
"9468",2,1,22,1,19,NA,6,1,0,2333.33325195312
"9470",2,1,19,1,12,NA,5,1,0,1458.33337402344
"9472",2,1,24,1,1,NA,6,1,0,2113.25390625
"9473",2,0,22,3,3,NA,7,1,0,7495.44189453125
"9478",2,1,48,1,240,NA,6,1,0,NA
"9479",2,0,37,1,60,NA,5,1,0,4375
"9480",2,1,20,3,24,NA,6,1,0,NA
"9481",2,1,26,1,24,NA,5,1,0,2333.33325195312
"9483",3,0,53,1,60,NA,6,1,0,4471.2705078125
"9484",3,0,59,1,7,NA,6,1,0,4408.79931640625
"9485",2,1,24,1,12,NA,3,1,0,4666.66650390625
"9487",1,0,33,4,24,NA,5,1,0,NA
"9490",1,0,53,4,360,NA,1,1,0,NA
"9491",2,1,22,1,12,NA,6,1,0,3422.22216796875
"9492",4,0,21,1,24,NA,6,1,0,NA
"9493",4,0,40,4,12,NA,7,1,0,5347.22216796875
"9496",4,1,40,1,5,NA,7,1,0,7848.59814453125
"9497",4,0,37,4,2,NA,7,1,0,25666.666015625
"9499",3,0,43,4,35,NA,7,1,0,27567.900390625
"9501",3,0,29,6,20,NA,7,1,0,9479.1669921875
"9504",3,1,44,1,24,NA,6,1,0,5000
"9511",3,1,58,1,2,NA,3,1,0,4083.33325195312
"9512",3,0,54,1,12,NA,4,1,0,2333.33325195312
"9513",3,1,32,1,0,NA,4,1,0,NA
"9517",2,0,33,4,48,NA,3,1,0,NA
"9519",2,1,56,6,7,NA,3,1,0,NA
"9522",2,0,65,4,48,NA,4,1,0,1166.66662597656
"9523",2,1,60,1,48,NA,3,1,0,2333.33325195312
"9526",3,0,45,1,12,NA,7,1,0,16851.8515625
"9527",3,0,49,1,30,NA,7,1,0,4550
"9528",3,1,24,1,16,NA,7,1,0,18439.81640625
"9529",2,1,55,1,108,NA,6,1,0,23333.333984375
"9534",2,1,42,1,8,NA,5,1,0,11427.662109375
"9537",2,0,54,1,36,NA,1,1,0,2121.21215820312
"9542",2,0,50,1,18,NA,4,1,0,3611.11108398438
"9543",2,0,28,1,14,NA,6,1,0,6084.49072265625
"9544",2,1,39,6,120,NA,5,1,0,5557.87060546875
"9550",2,0,58,1,300,NA,5,1,0,1555.55554199219
"9551",2,1,31,1,48,NA,7,1,0,9479.1669921875
"9553",2,1,66,1,172,NA,6,1,0,11666.6669921875
"9556",2,0,27,1,7,NA,6,1,0,4824.65283203125
"9557",2,1,25,1,8,NA,6,1,0,5653.47216796875
"9558",2,1,52,1,240,NA,6,1,0,NA
"9559",2,0,54,1,36,NA,7,1,0,4557.2451171875
"9561",4,1,70,6,240,NA,5,1,0,3402.77783203125
"9563",3,1,43,1,6,NA,7,1,0,3016.90087890625
"9564",3,0,42,6,60,NA,4,1,0,3266.66674804688
"9570",3,0,29,1,24,NA,7,1,0,3888.88891601562
"9577",2,1,37,1,24,NA,3,1,0,5128.205078125
"9579",2,0,32,1,5,NA,5,1,0,2500
"9580",2,1,26,1,12,NA,6,1,0,2222.22216796875
"9581",2,0,20,1,1,NA,5,1,0,5347.22216796875
"9585",3,0,40,4,3,NA,6,1,0,3500
"9586",3,0,20,1,0,NA,7,1,0,1750
"9587",2,1,36,2,48,NA,7,1,0,15555.5556640625
"9590",2,0,33,1,24,NA,7,1,0,7583.33349609375
"9591",2,1,38,1,40,NA,7,1,0,6494.44482421875
"9596",3,1,45,1,120,NA,7,1,0,10532.408203125
"9599",4,1,65,1,204,NA,7,1,0,18773.947265625
"9600",4,1,57,1,370,NA,7,1,0,6076.32666015625
"9604",2,1,48,1,216,NA,6,1,0,4444.4443359375
"9606",2,1,40,1,60,NA,6,1,0,4817.01806640625
"9607",2,0,40,1,30,NA,7,1,0,6385.78564453125
"9609",3,1,49,6,4,NA,5,1,0,4832.97021484375
"9614",4,1,42,1,36,NA,7,1,0,13773.1494140625
"9615",4,1,38,1,36,NA,7,1,0,13611.111328125
"9616",3,1,54,6,3,NA,7,1,0,13222.22265625
"9617",2,0,37,1,13,NA,4,1,0,4533.6640625
"9618",2,0,19,3,2,NA,7,1,0,3111.11108398438
"9623",3,1,32,1,132,NA,7,1,0,52370.37109375
"9624",3,0,31,1,9,NA,7,1,0,18990.740234375
"9625",3,0,55,1,12,NA,7,1,0,39212.96484375
"9626",3,0,28,1,24,NA,7,1,0,29166.6640625
"9627",3,1,65,1,24,NA,7,1,0,8333.3330078125
"9629",2,1,52,1,48,NA,4,1,0,5617.2841796875
"9630",4,1,58,1,448,NA,7,1,0,60277.77734375
"9631",4,0,51,1,120,NA,7,1,0,28123.30859375
"9632",4,1,25,6,7,NA,7,1,0,7500
"9634",2,1,53,1,24,NA,6,1,0,8263.888671875
"9635",3,0,53,1,36,NA,7,1,0,21064.81640625
"9638",3,0,27,1,4,NA,7,1,0,12152.77734375
"9643",2,1,27,1,8,NA,6,1,0,6119.2021484375
"9644",2,0,36,1,22,NA,7,1,0,8717.5927734375
"9650",3,0,48,1,60,NA,6,1,0,4933.43310546875
"9651",3,1,46,1,60,NA,4,1,0,5185.18505859375
"9654",3,0,42,1,180,NA,7,1,0,42072.91796875
"9655",3,1,44,1,144,NA,7,1,0,58333.33203125
"9658",3,0,34,1,120,NA,7,1,0,4666.66650390625
"9659",3,0,23,1,4,NA,7,1,0,3314.36010742188
"9660",3,1,46,1,180,NA,7,1,0,4666.66650390625
"9663",3,1,49,1,18,NA,6,1,0,10329.861328125
"9664",3,0,48,1,4,NA,7,1,0,15555.5556640625
"9668",2,1,23,1,8,NA,5,1,0,3290.03564453125
"9670",2,1,53,1,84,NA,5,1,0,3888.88891601562
"9671",2,0,73,1,96,NA,3,1,0,4666.66650390625
"9676",2,1,60,1,12,NA,3,1,0,NA
"9680",1,1,60,1,240,NA,5,1,0,NA
"9682",1,0,27,1,12,NA,6,1,0,1944.44445800781
"9684",2,0,55,6,12,NA,5,1,0,NA
"9685",2,1,53,1,180,NA,4,1,0,3500
"9686",1,1,60,1,180,NA,6,1,0,4861.111328125
"9688",1,1,62,1,72,NA,6,1,0,5833.33349609375
"9690",1,0,63,4,120,NA,5,1,0,4666.66650390625
"9693",3,1,45,1,240,NA,6,1,0,7777.77783203125
"9694",3,0,56,1,240,NA,5,1,0,9722.22265625
"9695",3,0,34,1,2,NA,7,1,0,2666.66674804688
"9697",4,1,47,1,94,NA,7,1,0,NA
"9699",1,1,68,1,360,NA,6,1,0,NA
"9704",3,1,56,1,2,NA,4,1,0,NA
"9705",3,0,54,1,2,NA,5,1,0,NA
"9707",3,1,32,1,12,NA,7,1,0,7291.66650390625
"9708",3,1,35,1,2,NA,7,1,0,3381.2060546875
"9710",3,0,36,1,2,NA,7,1,0,3645.7958984375
"9712",4,1,69,6,18,NA,7,1,0,NA
"9714",4,0,37,1,4,NA,7,1,0,7583.33349609375
"9716",3,0,55,1,324,NA,7,1,0,NA
"9719",2,0,36,1,12,NA,4,1,0,3797.7041015625
"9726",2,1,50,1,2,NA,5,1,0,5833.33349609375
"9728",2,0,24,4,0,NA,6,1,0,NA
"9729",2,1,23,1,6,NA,6,1,0,1944.44445800781
"9732",4,0,64,6,240,NA,7,1,0,2222.22216796875
"9733",4,0,40,1,144,NA,7,1,0,NA
"9736",2,1,29,1,8,NA,7,1,0,6465.27783203125
"9737",2,0,22,1,30,NA,6,1,0,3472.20678710938
"9738",2,1,30,1,36,NA,7,1,0,4666.32373046875
"9745",2,1,55,1,72,NA,4,1,0,1944.44445800781
"9749",2,1,30,1,108,NA,5,1,0,1166.66662597656
"9751",4,0,72,1,600,NA,3,1,0,3797.7041015625
"9755",2,1,58,1,96,NA,1,1,0,4317.6923828125
"9757",2,1,29,1,6,NA,6,1,0,4226.5078125
"9758",2,0,25,1,9,NA,7,1,0,5275.97607421875
"9763",4,1,40,1,24,NA,6,1,0,14583.3330078125
"9764",4,0,40,1,60,NA,7,1,0,24305.5546875
"9766",4,0,64,1,180,NA,7,1,0,8000
"9767",4,1,68,1,120,NA,7,1,0,10888.888671875
"9768",4,1,31,1,15,NA,7,1,0,12112.2685546875
"9769",2,1,52,1,504,NA,4,1,0,2051.28198242188
"9772",3,0,57,1,15,NA,7,1,0,4560.748046875
"9776",3,1,58,1,60,NA,7,1,0,2916.66674804688
"9778",3,1,60,1,10,NA,7,1,0,3500
"9779",3,0,46,1,24,NA,5,1,0,3500
"9780",3,0,25,4,36,NA,7,1,0,233.33332824707
"9781",3,1,32,1,36,NA,4,1,0,4131.9443359375
"9782",1,1,68,1,12,NA,4,1,0,6751.47412109375
"9783",4,1,26,1,18,NA,7,1,0,4226.5078125
"9788",4,1,27,6,4,NA,7,1,0,291666.65625
"9789",4,1,63,1,72,NA,7,1,0,13333.3330078125
"9791",2,0,30,1,72,NA,5,1,0,4817.01806640625
"9794",2,1,38,1,24,NA,6,1,0,7153.3408203125
"9796",2,1,31,1,48,NA,6,1,0,6229.7294921875
"9797",2,0,24,1,36,NA,6,1,0,4026.95751953125
"9798",2,0,27,1,17,NA,7,1,0,9264.564453125
"9800",2,0,33,1,0,NA,4,1,0,NA
"9801",2,1,51,1,300,NA,6,1,0,2722.22216796875
"9802",2,1,53,1,72,NA,3,1,0,4525.3515625
"9803",2,0,47,1,96,NA,4,1,0,1666.66662597656
"9806",3,1,36,1,8,NA,7,1,0,5896.9697265625
"9808",3,0,42,1,6,NA,7,1,0,7583.33349609375
"9809",2,1,27,1,2,NA,7,1,0,5636.22998046875
"9810",2,0,26,1,3,NA,7,1,0,4706.5810546875
"9812",3,0,29,1,6,NA,7,1,0,17722.80078125
"9813",3,1,50,1,12,NA,6,1,0,3402.77783203125
"9814",3,0,26,1,72,NA,7,1,0,24826.388671875
"9815",3,0,46,1,60,NA,7,1,0,NA
"9816",3,0,25,1,1,NA,7,1,0,NA
"9819",3,0,50,1,144,NA,7,1,0,10532.408203125
"9821",1,1,41,1,96,NA,7,1,0,14583.3330078125
"9822",1,1,64,1,84,NA,5,1,0,5833.33349609375
"9825",3,0,24,1,24,NA,7,1,0,4525.3515625
"9826",3,0,41,1,216,NA,7,1,0,9722.22265625
"9829",3,1,57,1,180,NA,6,1,0,10961.2109375
"9833",3,0,30,1,72,NA,7,1,0,15782.4072265625
"9834",3,0,36,1,156,NA,7,1,0,6890.625
"9841",3,1,31,1,4,NA,7,1,0,3868.55419921875
"9842",3,1,29,1,1,NA,6,1,0,4083.33325195312
"9845",3,0,39,1,3,NA,7,1,0,7000
"9849",5,1,70,1,240,NA,7,1,0,NA
"9851",5,1,61,1,420,NA,7,1,0,NA
"9853",5,0,45,1,2,NA,7,1,0,NA
"9856",5,1,47,1,90,NA,7,1,0,NA
"9860",5,1,53,1,360,NA,7,1,0,NA
"9861",5,0,50,6,240,NA,7,1,0,NA
"9863",5,1,20,3,12,NA,7,1,0,3888.88891601562
"9865",5,1,35,1,3,NA,4,1,0,4028.88891601562
"9867",5,0,38,1,3,NA,5,1,0,4365.27783203125
"9868",2,1,33,1,5,NA,7,1,0,8235.16796875
"9869",2,0,28,1,4,NA,7,1,0,11666.6669921875
"9870",3,0,58,1,360,NA,7,1,0,33055.5546875
"9873",2,1,21,1,12,NA,7,1,0,8097.8974609375
"9874",2,1,60,1,360,NA,4,1,0,4320.98779296875
"9878",2,1,57,1,120,NA,7,1,0,13125
"9881",2,1,63,1,4,NA,5,1,0,3500
"9884",2,0,23,1,3,NA,7,1,0,7514.56396484375
"9887",2,1,32,1,8,NA,6,1,0,4529.5166015625
"9892",3,1,53,1,63,NA,3,1,0,10000
"9894",2,0,57,1,168,NA,5,1,0,5557.27587890625
"9896",3,1,51,1,144,NA,7,1,0,8425.92578125
"9898",2,0,23,1,5,NA,7,1,0,4050.88452148438
"9899",2,1,21,1,24,NA,6,1,0,3111.11108398438
"9900",2,0,57,6,132,NA,4,1,0,3645.83325195312
"9901",2,1,52,6,132,NA,3,1,0,3645.83325195312
"9903",2,0,30,1,24,NA,6,1,0,NA
"9904",2,1,29,1,72,NA,6,1,0,9916.6669921875
"9906",2,0,21,1,4,NA,7,1,0,5303.0302734375
"9907",2,0,39,1,9,NA,6,1,0,5486.021484375
"9913",3,0,22,1,3,NA,7,1,0,3888.88891601562
"9917",2,1,25,1,4,NA,6,1,0,7234.35888671875
"9918",2,0,43,1,36,NA,6,1,0,2333.33325195312
"9922",2,1,61,1,300,NA,6,1,0,NA
"9925",1,1,52,1,12,NA,4,1,0,NA
"9926",3,0,30,1,7,NA,7,1,0,4641.7666015625
"9930",2,1,32,1,9,NA,4,1,0,5313.6318359375
"9933",3,0,49,1,36,NA,7,1,0,8594.4443359375
"9934",3,0,74,1,160,NA,7,1,0,NA
"9937",2,1,29,1,36,NA,5,1,0,5833.33349609375
"9938",2,0,38,1,96,NA,6,1,0,4131.9443359375
"9939",1,0,45,1,60,NA,4,1,0,777.777770996094
"9940",1,1,56,1,180,NA,3,1,0,3114.12329101562
"9942",1,1,23,1,4,NA,6,1,0,NA
"9945",3,0,40,1,24,NA,4,1,0,5250
"9946",3,0,20,3,3,NA,7,1,0,4666.66650390625
"9947",3,0,72,6,120,NA,5,1,0,5833.33349609375
"9948",2,0,52,1,46,NA,6,1,0,3797.7041015625
"9949",2,1,27,1,4,NA,6,1,0,4375
"9953",2,1,37,1,14,NA,7,1,0,4550.58203125
"9954",2,0,34,1,36,NA,7,1,0,11666.6669921875
"9957",3,1,36,1,6,NA,7,1,0,7000
"9958",3,0,33,1,156,NA,7,1,0,8892.8388671875
"9963",2,0,39,1,14,NA,7,1,0,11201.23046875
"9964",2,0,37,1,40,NA,7,1,0,11690.8642578125
"9965",3,0,59,4,360,NA,4,1,0,18666.666015625
"9966",3,1,36,1,60,NA,7,1,0,4861.111328125
"9967",3,1,65,1,540,NA,7,1,0,3431.37255859375
"9968",3,1,34,6,4,NA,6,1,0,7466.66650390625
"9969",3,1,65,1,120,NA,5,1,0,5444.4443359375
"9972",3,1,30,1,24,NA,6,1,0,4115.26513671875
"9973",3,0,27,1,96,NA,6,1,0,5428.2412109375
"9974",1,1,59,1,264,NA,6,1,0,5881.9443359375
"9975",1,0,55,1,108,NA,4,1,0,5430.421875
"9976",1,1,34,1,24,NA,7,1,0,4525.3515625
"9978",3,1,69,1,18,NA,6,1,0,4861.111328125
"9979",3,0,33,1,18,NA,7,1,0,3402.77783203125
"9980",5,1,61,1,8,NA,4,1,0,4020.5048828125
"9981",5,0,56,1,5,NA,4,1,0,4020.5048828125
"9986",2,1,18,1,36,NA,6,1,0,3888.88891601562
"9987",2,0,20,1,5,NA,6,1,0,4663.83056640625
"9990",1,1,34,1,24,NA,4,1,0,5833.33349609375
"9992",1,0,34,1,2,NA,7,1,0,3797.7041015625
"9993",5,1,61,1,360,NA,7,1,0,58333.33203125
"9995",3,0,37,1,12,NA,5,1,0,4372.3408203125
"9996",3,1,38,1,96,NA,6,1,0,3181.81811523438
"9998",2,1,53,1,36,NA,6,1,0,3888.88891601562
"9999",3,0,62,1,144,NA,6,1,0,3500
"10003",5,1,59,1,18,NA,7,1,0,124444.4453125
"10006",1,1,40,1,24,NA,4,1,0,5444.4443359375
"10007",1,1,57,1,4,NA,3,1,0,5444.4443359375
"10012",3,1,38,1,48,NA,7,1,0,9255.5556640625
"10013",3,0,36,1,10,NA,7,1,0,17013.888671875
"10014",3,0,35,1,24,NA,7,1,0,11423.611328125
"10015",3,1,36,1,36,NA,7,1,0,28532.609375
"10019",2,1,49,1,24,NA,6,1,0,3575.65063476562
"10020",2,0,42,4,12,NA,4,1,0,5333.33349609375
"10022",2,1,19,1,3,NA,6,1,0,4323.72998046875
"10024",2,1,22,1,60,NA,6,1,0,5391.18798828125
"10025",2,1,44,1,180,NA,6,1,0,4212.962890625
"10026",2,1,53,1,84,NA,7,1,0,4525.3515625
"10027",2,0,51,4,12,NA,5,1,0,1750
"10029",3,0,63,1,28,NA,6,1,0,19687.5
"10030",3,1,37,1,30,NA,7,1,0,9907.9697265625
"10034",5,1,48,1,36,NA,3,1,0,4097.47265625
"10037",2,0,77,1,324,NA,6,1,0,4525.3515625
"10038",2,0,42,1,168,NA,7,1,0,4525.3515625
"10041",2,1,59,1,360,NA,4,1,0,3159.72216796875
"10043",1,1,30,1,14,NA,6,1,0,4666.32373046875
"10047",1,0,24,1,41,NA,6,1,0,4525.3515625
"10049",1,0,31,1,17,NA,7,1,0,5085.0244140625
"10050",1,1,39,1,2,NA,6,1,0,4852.41455078125
"10052",1,1,23,1,24,NA,6,1,0,5078.31787109375
"10053",1,0,20,1,5,NA,7,1,0,5930.5556640625
"10055",3,0,47,1,120,NA,7,1,0,NA
"10056",3,1,48,1,360,NA,7,1,0,4375
"10058",3,0,34,1,156,NA,6,1,0,5127.87744140625
"10059",3,1,42,1,94,NA,6,1,0,3240.74072265625
"10060",3,0,20,1,36,NA,6,1,0,3500
"10061",3,0,28,1,60,NA,7,1,0,6363.63623046875
"10062",3,1,54,6,58,NA,6,1,0,2916.66674804688
"10063",3,0,51,1,144,NA,6,1,0,3888.88891601562
"10064",3,1,22,1,24,NA,7,1,0,6666.66650390625
"10068",2,1,32,1,36,NA,4,1,0,9722.22265625
"10069",1,0,42,1,84,NA,4,1,0,2592.59252929688
"10070",1,1,43,1,60,NA,3,1,0,3733.33325195312
"10074",2,0,37,1,2,NA,5,1,0,4235.2041015625
"10075",2,1,39,1,2,NA,3,1,0,2019.23071289062
"10076",2,1,25,1,96,NA,6,1,0,6829.26611328125
"10077",4,1,50,1,252,NA,7,1,0,46666.66796875
"10078",4,0,23,1,4,NA,7,1,0,7434.48583984375
"10079",4,0,52,1,240,NA,7,1,0,26666.666015625
"10080",4,1,24,1,24,NA,7,1,0,28437.5
"10085",3,0,37,1,14,NA,7,1,0,9722.22265625
"10086",3,0,42,1,288,NA,7,1,0,9560.1845703125
"10087",3,0,19,3,2,NA,6,1,0,3500
"10089",2,1,58,1,320,NA,3,1,0,3888.88891601562
"10091",2,0,32,1,48,NA,6,1,0,4666.32373046875
"10092",2,1,35,1,96,NA,6,1,0,5833.33349609375
"10093",2,0,24,1,5,NA,6,1,0,2592.59252929688
"10095",2,0,45,6,180,NA,5,1,0,2916.66674804688
"10096",2,1,24,1,9,NA,6,1,0,6906.8291015625
"10097",3,0,43,6,12,NA,7,1,0,35000
"10099",3,0,25,1,5,NA,7,1,0,7720.47021484375
"10102",2,0,51,1,4,NA,6,1,0,3888.88891601562
"10106",2,1,35,1,3,NA,7,1,0,2545.45458984375
"10111",2,0,34,1,12,NA,7,1,0,8667.267578125
"10112",2,1,37,1,4,NA,4,1,0,6363.63623046875
"10113",2,0,30,1,1,NA,7,1,0,1000
"10114",2,1,27,1,1,NA,5,1,0,1296.29626464844
"10117",3,1,26,1,4,NA,7,1,0,12444.4443359375
"10121",4,1,29,1,24,NA,7,1,0,17500
"10123",2,1,31,1,15,NA,6,1,0,6439.466796875
"10124",2,0,31,1,5,NA,7,1,0,4812.5
"10128",3,0,49,1,18,NA,7,1,0,26331.017578125
"10129",3,1,29,1,15,NA,7,1,0,29166.666015625
"10131",2,1,27,1,1,NA,4,1,0,NA
"10132",2,0,22,4,4,NA,7,1,0,2361.33325195312
"10133",1,0,47,1,3,NA,6,1,0,5071.80908203125
"10134",1,1,28,1,12,NA,6,1,0,4525.3515625
"10135",4,0,61,1,22,NA,6,1,0,10461.111328125
"10136",2,1,21,1,5,NA,6,1,0,5347.22216796875
"10137",2,1,23,1,30,NA,6,1,0,3016.90087890625
